name,proc_name
caputresektion,Caput
carbocain®20mg/ml5x20mlinjektinjekt,Carbo
carbocain®adrenalin5mg/ml+5µg/5x20mlinjekt,Carbo
carbomedicinalis250mg75sttabletburk,Carbo
carbomix,Carbo
carbomix25grgranulflaska,Carbo
cardiopetprobnp,Cardiopet
carepen,Carepen
carepen®vet.intramamm600mg,Carepen
"cartrofenscinj,seriebehtot4st",Cartrofen
"cartrofenscinj,seriebehtot5st",Cartrofen
"cartrophen/osteopen/flaskaobs.min0,5flaska",Cartrofen
cartrophen100mg/ml,Cartrofen
cartropheninkl4sköterskearvoden,Cartrofen
cartrophenvet.100mg/ml,Cartrofen
cartrophenvet.100mg/ml10ml,Cartrofen
cartrophenvet.inj100mg/ml,Cartrofen
cartrophenvet100mg/ml,Cartrofen
casthyaline,Cast
castsnon-hyaline,Cast
catalystaltalanineaminotransferase,Catalyst
catalystchem10,Catalyst
catalystchem10(pre-op),Catalyst
catalystchem11(chem10+sdma),Catalyst
catalystchem15,Catalyst
catalystchem17(comprehensive),Catalyst
catalystchem18(chem17+sdma),Catalyst
catalystcrp,Catalyst
catalystcrpc-reactiveprotein,Catalyst
catalystfructosamine(fru),Catalyst
catalystfrufructosamine,Catalyst
catalystglu,Catalyst
catalystlyte4clip,Catalyst
catalystlyte4clip-electrolyte,Catalyst
catalystnsaid6clip,Catalyst
catalystsdma,Catalyst
catalystsdmaandtt4kit,Catalyst
catalystsdmachem10combo,Catalyst
catalystsdmachem15combo,Catalyst
catalysttotalt4,Catalyst
catalysttt4,Catalyst
catalysturea,Catalyst
catalysturinep:cratio,Catalyst
catgastrofibreresponse2kg,Catalyst
catgastromodcal2kg,Catalyst
catmalt,Catmalt
catmalt/catmalt,Catmalt/
catmalt/catmalt50g,Catmalt/
catmalt50g,Catalyst
catrinecatpearl,Catrine
catrinepearllitterld,Catrine
catrineurinprovkit,Catrine
caturinarys/omigpouch12x85g,Catalyst
ccrp,Ccrp
"ccrp,eurolysersolo",Ccrp
ccrpsolo,Ccrp
cdd-hy2kg,Cdd-Hy
cefalotin1g,Cefalotin
celeston®bifas®5.7mg/ml5x1mlinjektampull,Celeston
centauraspray400ml,Centaura
cepesedanvet.10mg/ml,Cepesedan
cepesedanvet.10mg/ml20ml,Cepesedan
cepesedanvet.10mg/ml5mlinjektinjekt,Cepesedan
cepetor®vet.1mg/ml10mlinjektinjekt,Cepetor
cepetor1mg/ml,Cepetor
cepetorinj1mg/ml,Cepetor
cerenia,Cerenia
cerenia/perml,Cerenia
cerenia/prevomaxinj10mg/mlpris/(ml),Cerenia
cerenia®10mg/ml20ml,Cerenia
cerenia®10mg/ml20mlinjektinjekt,Cerenia
cerenia®inj10mg/ml,Cerenia
cerenia10mg/ml,Cerenia
cerenia10mg/ml/ml,Cerenia
cerenia160mg,Cerenia
cerenia24mg,Cerenia
cereniainj10mg/ml,Cerenia
cerumaural,Cerumaural
cevadouxos3pyopads30st,Cevadouxos
chalazion,Chalazion
"check-up,basic(smallbloodcount+chem,sdma,lyte,crp)",Check-Up
"check-up,large(largebloodcount+chem,sdma,lyte,crp)",Check-Up
check-uplarge,Check-Up
check-uplargewithoutbloodcount,Check-Up
chem10,Chem
chem10-catalyst,Chem
chem10+hematologi,Chem
chem10>8år-catalyst,Chem
chem10intern,Chem
chem11,Chem
chem15,Chem
chem15-catalyst,Chem
chem15>8år-catalyst,Chem
chem15intern,Chem
chem17,Chem
chem17+hematologi,Chem
chem18,Chem
chem18profil,Chem
"cherryeye,morganpocket",Cherry
cherryeye/sida,Cherry
cherryeyeenkel,Cherry
cherryeyeoperationettögaexklnarkos,Cherry
cherryeyepaket.,Cherry
cherryeyesut.avtårkörtel,Cherry
chipdatamars,Chip
chipmärkning,Chip
chipmärkningannanåtg,Chip
chipmärkningvaå,Chip
chlorasolvsårdebridering,Chlorasolv
chloromycetin®1%4grögonsatub,Chloromycetin
chol,Chol
cholesterol,Chol
cid-lf2kg,Cid-Lf2Kg
cimalgex80mg,Cimalgex
ck,Ck
cl,Cl
clar,Clar
clarity,Clar
clavaseptintabl400mg/100mg,Clavaseptin
cleanaural100ml,Clean
cleanauralcat,Clean
cleanauraldog100ml,Clean
cleanauraldog250ml,Clean
cleanauraldogsensitive,Clean
cleanauraldogsensitive100ml,Clean
clevorbeh.inkl.allt,Clevor
clevorvidbesök,Clevor
clindaseptinorlö25mg/ml,Clindaseptin
clorexyderm20ml/påse,Clorexyderm
clorexydermotopiu,Clorexyderm
clorexydermotopiú,Clorexyderm
clorexydermotopiúld,Clorexyderm
clorexydermschampo4%250ml,Clorexyderm
clorexydermspotgel,Clorexyderm
clorexydermspotgel100ml,Clorexyderm
clorexydermspray250ml,Clorexyderm
clxwetwipes/40,Clx
clxwipes20-p,Clx
clxwipes40st,Clx
cobalaplex60st,Cobalaplex
cod2kg,Cod
collec,Collec
collection,Collec
color,Color
coloskopi,Coloskopi
comfortshield,Comfort
comfortshield10ml,Comfort
comfortshield10mlflaska,Comfort
comp.bloodcount(reticulocytes),Comprehensive
comprehensive(paket),Comprehensive
comprehensivediagnosrotor,Comprehensive
comprehensivetest,Comprehensive
constantrateinfusion,Constant
"cornea,debrid.topz",Cornea
"coronavirusgrupp1,pcr",Coronavirus
corpaltunntarmkattinklnarkos,Corp
cortisol,Cortisol
cortisol:crea1mätning(ucc),Cortisol
cortisol:creatinineratio1measurement,Cortisol
cortisol/creatinineratio1sample,Cortisol
cortisolcatalyst,Cortisol
cortisolfujiinterntlab,Cortisol
cpl,Cpl
cpl-snap,Cpl
cplhundexklprovtagningoexpavg,Cpl
cpli,Cpli
cpliidexx,Cpli
"crd11,6kg",Crd
crea,Crea
crea(kreatinin),Crea
creasingel-catalyst,Crea
criticalcare,Critical
criticalcare14,Critical
criticalcareäpple/banan141g,Critical
criticalcareäpplebanan,Critical
criticalcareplusprofilerotor,Critical
cronyxin®vet.50mg/ml,Cronyxin
cronyxin®vet.50mg/ml12x100mlinjektinjekt,Cronyxin
cronyxin®vet.50mg/ml12x50mlinjektinjekt,Cronyxin
crp,Crp
"crp,c-reaktivprotein",Crp
crp(c-reactiveprotein),Crp
crpexklprovtagningochexp.avg.,Crp
crpintern-catalyst,Crp
crw16x300g,Crw
cry,Cry
crystalsammbiurate,Crystals
crystalsbilirubin,Crystals
crystalscaoxdi,Crystals
crystalsstruvite,Crystals
crystalsunclassified,Crystals
ct-hmhealthytreatsmini300gr,Ct-Hm
ct-hyhypoallergenictreats300gr,Ct-Hy
ct/dt,Ct/Dt
ct/dtkontrast,Ct/Dt
ct/dtrygg,Ct/Dt
ct/dtskalle,Ct/Dt
ct/dtskuldra/armbågebådasidor,Ct/Dt
ct/dtsvalg/hals,Ct/Dt
ct/dtthorax,Ct/Dt
ct/dttilläggsundersökning,Ct/Dt
ctli+b12+folsyra,Ctli
cyclopentolatögondr1%,Cyclo
cyclosprayvet211ml,Cyclo
cyklokapron,Cyclo
cyklokapron100mg/ml10x5mlinjektampull,Cyclo
"cyklokaprondroppiv,upptill5mg",Cyclo
cystease90tabletter,Cystease
cysteasetabletter90st,Cystease
cysto/kateterenkel,Cysto
cystocentes,Cysto
"cystocentes,ultraljudsguidat",Cysto
cystocentesblåspunktion,Cysto
cystoisambandmedulkl,Cysto
cystophan30st,Cysto
cystopro30kapslar,Cysto
cystosentes,Cysto
cystostomyförurinsten,Cysto
cystotomi,Cysto
cystotomi-katt,Cysto
cystotomiinklnarkos,Cysto
cystouppföljandeprov,Cysto
cytologi,Cytologi
cytologi-hudskrap,Cytologi
cytologi-öron,Cytologi
cytologi-vätska,Cytologi
"cytologi,enkel",Cytologi
"cytologi,öron",Cytologi
"cytologi,övrigintern",Cytologi
cytologi(hudmm)exklprovtagning,Cytologi
cytologi(hudmm)exklprovtagningochexp.avg.,Cytologi
cytologi(internanalys),Cytologi
cytologi(utstryk),Cytologi
cytologi(utstryk)exklprovtagning,Cytologi
cytologi/fnaidexx,Cytologi
cytologi/fnauds,Cytologi
cytologi1organ/vävnad(1organ/vävnad),Cytologi
cytologi1utstryk,Cytologi
"cytologicalexamination(1–2sites,maxof4slides)",Cytologi
"cytologicalexamination(3–8sites,maxof16slides)",Cytologi
cytologidjupaskrap(parasiter),Cytologi
cytologienkel,Cytologi
cytologifna,Cytologi
cytologihud,Cytologi
cytologihud/öron,Cytologi
cytologihud/öron(vh),Cytologi
cytologihud/tum.provt.,Cytologi
cytologihud/tuminkl.provtag,Cytologi
cytologiinkl.provtagochanalys(vh),Cytologi
cytologiint.avancerad,Cytologi
cytologiint.öron,Cytologi
cytologiint.vaginaluts.paket,Cytologi
cytologiintern,Cytologi
"cytologiinternt,internprov",Cytologi
cytologiklinkem1-2objglas,Cytologi
cytologilipom/atherominkl.provtagning,Cytologi
cytologimax3glas,Cytologi
cytologiöra,Cytologi
cytologiöron,Cytologi
cytologiöronexklprovtagning,Cytologi
cytologiöroninkl.provt,Cytologi
cytologiöroninklprovtagning,Cytologi
cytologiöroninklprovtagningsavgift,Cytologi
cytologiöronintern,Cytologi
cytologiövrig,Cytologi
cytologiskundersökning(fna)1-2områden,Cytologi
cytologiskus,Cytologi
cytologisvårskrap+mikroskopi,Cytologi
"cytologitopsinklfärgn,öron",Cytologi
cytologivaginal,Cytologi
cytology,Cytologi
cytologyexamination,Cytologi
cytopoint,Cytopoint
cytopoint10mg,Cytopoint
cytopoint10mg1styck,Cytopoint
cytopoint10mginkl.sköterskearvode,Cytopoint
cytopoint10mgx2st,Cytopoint
cytopoint20mg,Cytopoint
cytopoint20mg1amp,Cytopoint
cytopoint20mg1inj,Cytopoint
cytopoint20mg1injektion,Cytopoint
cytopoint20mg1styck,Cytopoint
cytopoint20mgx2st,Cytopoint
cytopoint30mg,Cytopoint
cytopoint30mg(2pack),Cytopoint
cytopoint30mg1injektion,Cytopoint
cytopoint30mg1ml,Cytopoint
cytopoint30mg1styck,Cytopoint
"cytopoint30mgx2,eninj",Cytopoint
cytopoint30mgx2st,Cytopoint
cytopoint40mg,Cytopoint
cytopoint40mg(2pack),Cytopoint
"cytopoint40mg+10mg,1inj",Cytopoint
cytopoint40mg1injektion,Cytopoint
cytopoint40mg1ml,Cytopoint
cytopoint40mg1styck,Cytopoint
cytopoint40mg2-pack,Cytopoint
cytopoint40mgx2st,Cytopoint
cytopointinjektion(2st),Cytopoint
cytopointinjektion1st,Cytopoint
dagavgift,Avgift
"dagavgift(uppstallning,rastning,matningetc)",Avgift
dagavgift/stationärhalvdag,Avgift
dagavgift/stationärheldag,Avgift
dagavgift/stationärm.inf,Avgift
dagavgift/stationärvård,Avgift
dagavgiftheldag,Avgift
dagavgiftstationär-stall/vårdomfattandehund/katt/dag,Avgift
dagavgiftstationär-stall/vårdutredninghund/katt/dag,Avgift
dagavgiftstationär-stallplatsisambandmedop-stall/vårdhund/katt,Avgift
dagavgiftstationärisambandmedop-stall/vårdhund/katt/dag,Avgift
dagavgiftstationärisambandmedop-stallvårdhund/katt/dag,Avgift
dagavgiftvård,Avgift
dagvård,Avgift
debrideringcorneaulcus-ristning,Debridering
debrideringcorneaulcusenkel/tops,Debridering
debrideringhornhinna,Debridering
decapinol,Decapinol
decapinolgel16ml,Decapinol
decapinoloralgel,Decapinol
dechraantiseptspray100ml,Dechra
dechracerumaural118ml,Dechra
"deltaliteglasfibergips,5cm",Delta
"deltaliteglasfibergips,7,5cm",Delta
denamarin225mg,Denamarin
denamarin425mg,Denamarin
denamarin90mg,Denamarin
denamarinmedium30tabl.,Denamarin
denamarinöver16kg,Denamarin
"dentalextraktion,svår",Dental
"dentalextraktionenkel,inklnarkostid",Dental
dentalextraktionenkel/fraktur(enrot),Dental
"dentalextraktionfraktureradtand,enkel,inklnarkos",Dental
"dentalextraktionfraktureradtand,trerotad,hund,inklnarkos",Dental
dentalextraktionfrakturmedel,Dental
dentalextraktionfraktursvår,Dental
"dentalextraktionmjölktand,hörntandperst",Dental
"dentalextraktionmjölktand,perst",Dental
dentalextraktionmjölktandinklröntgenochnarkostid1-2st,Dental
"dentalextraktionmjölktandpertandutöver2st,inklröntgenochnarkostid",Dental
dentalextraktionparadontitmedel,Dental
dentalextraktionparodontit/medel,Dental
dentalextraktionparodontit/svår,Dental
"dentalextraktionparodontitmedel,inklnarkos",Dental
dentalextraktionsvår/fraktur(hörntand/trerot),Dental
"dentalextraktiontandresorption,enkel,inklnarkos",Dental
"dentalextraktiontandresorption,medel,inklnarkos",Dental
dentalextraktiontrsvår,Dental
dentalkronamputationtr,Dental
dentalmjölktandperhörntand,Dental
"dentalptrhundenkel,inklnarkosochrtg",Dental
"dentalptrhundinkl.narkosochtandröntgen,medel",Dental
"dentalptrhundkraftig/svår,inklnarkosochrtg",Dental
"dentalptrkattenkel,inklnarkosochtandröntgen(fåtänder/lindrigtmedtandsten)",Dental
"dentalptrkattinkl.narkosochtandröntgen,enkel",Dental
dentalröntgen,Dental
"dentalröntgen,enstaka",Dental
"dentalröntgen,grundproj",Dental
"dentalröntgen,helstatushund",Dental
dentalröntgengrundavgift,Dental
dentalröntgenhelstatuskatt,Dental
"dentalröntgenkatt,helamunnen",Dental
dentalröntgenperbild,Dental
dentalrtg1-2bilder,Dental
dentalrtg2st,Dental
dentalrtg3-4bilder,Dental
dentalrtgenstakabild,Dental
dentalrtgkatt;fullständig,Dental
dentalrtgperbild2->,Dental
dentaltandröntgen1-2tänder,Dental
dentaltandröntgen1-4bilder,Dental
dentaltandstenhundenkel,Dental
dentaltandstenhundmedel,Dental
dentaltandstenkattlätt,Dental
depo-medrol®40mg/ml10x1mlinjektampull,Depo-Medrol
depo-medrol®40mg/ml1mlinjektampull,Depo-Medrol
depo-medrol40mg/ml,Depo-Medrol
dermacareconcentrate50ml,Derma
dermafyttest,Derma
dermagelaptus,Derma
dermallayoatmealbalsamspray230ml,Derma
dermallayoatmealschampo230ml,Derma
dermallayoatmealschampoo,Derma
dermallayoatmealshampoo230ml,Derma
dermallayoatmealshampoo230ml/specific,Derma
dermallayoatmealspray230ml,Derma
dermalleyoatmealschampo473ml,Derma
dermaspotonaptus,Derma
dermatophiluscongolensis(streptotrikos),Derma
descutan4%50x15mlkutandospås,Descutan
descutansvamp4%,Descutan
dexadreson,Dexadreson
dexadreson®vet.2mg/ml20mlinjektion,Dexadreson
dexadreson®vet.inj2mg/ml,Dexadreson
dexadresoninj2mg/ml,Dexadreson
dexadresoninj2mg/ml/m,Dexadreson
dexaject2mg/ml,Dexaject
dexajectinj,Dexaject
dexametason-hämning3prov,Dexametasonhämning
dexametasonhämning-3prov,Dexametasonhämning
"dexametasonhämning,3prov",Dexametasonhämning
"dexametasonhämninglågdos,3prov,idexx",Dexametasonhämning
dexametasonlågdos,Dexametason
dexametasonlågdos-test-3kortisolprovclia,Dexametason
dexametasonlågdos-test(3kortisolprov)clia,Dexametason
dexamethasonelow-dosetest3provinklläkemedelopvk,Dexametasonhämning
dexdomitor,Dexdomitor
dexdomitor/perml,Dexdomitor
dexdomitor®0.5mg/ml10ml,Dexdomitor
dexdomitor®0.5mg/ml10x10ml,Dexdomitor
dexdomitor®inj0.5mg/ml,Dexdomitor
"dexdomitor0,1mg/ml",Dexdomitor
"dexdomitor0,5mg/ml",Dexdomitor
dexdomitorinj0.1mg/ml,Dexdomitor
dhppivaccination(parvo/valpsjuka/hepatit/kennelhosta),Dhppi
dia-tabtablett,Dia-Tab
diafarmb-complex,Diafarm
diagnosisplus13,Diagnosis
diarreprofilc,Diarre
"diarrhoeapathogenscat(pcr),laboklin",Diarre
"diarrhoeapathogensdog(pcr),laboklin",Diarre
"diarrhoeapcrprofile,caninereal-timepcr",Diarre
"diarrhoeapcrprofile,felinereal-timepcr",Diarre
"diarrhoeapcrprofileplus2,caninereal-timepcr",Diarre
"diarrprofilchd,kt,illerodling,flotation,elisa",Diarre
diarsanyl10ml,Diarsanyl
diarsanyl10mlld,Diarsanyl
diarsanyl24ml,Diarsanyl
diarsanyl24mlld,Diarsanyl
diarsanyl60ml,Diarsanyl
diarsanyl60mlld,Diarsanyl
diarsanylplus24ml,Diarsanyl
diarsanylplus60ml,Diarsanyl
diatermi,Diatermi
diatermiall,Diatermi
diazepam5mg/ml5x2mlinjekt,Diazepam
diazepamdesitin10mg,Diazepam
digestivesupportcid2kg,Digestive
digestivesupportciw1x300g,Digestive
dihydrostreptomycinvet.500mg100sttabletbliste,Dihydrostreptomycin
dinolytic®vet.5mg/ml5x10mlinjektinjekt,Dinolytic
direktregleringsavgift,Avgift
dissociativnarkos,Dissociativ
dissociativnarkoskatt,Dissociativ
distiachis/trikiasis/ektopiskcilie,Distiachis
distiachismanuellepilering,Distiachis
distichasisenkel,Distiachis
distichiasisdubbel,Distiachis
"djurkrage,12,5-20cm",Djurkrage
"djurkrage,25-30cm",Djurkrage
"djurkrage,35-40cm",Djurkrage
"djurkrage,7,5-10cm",Djurkrage
"djurkrage/drakkragegrå,mjukm",Djurkrage
djurpassmaterial,Djurkrage
doctacillin1g,Doctacillin
doggastroloafcan400g,Dog
doggastropuppymousse195g,Dog
"doghepatic1,5kg",Dog
doghepaticloafcan420g,Dog
doktacillin,Doktacillin
doktacillin®10x2grpulverinjekt,Doktacillin
doktacillin®1g10x1grtillinj/inf,Doktacillin
doktacillin+spädnivperst(exklkanyl),Doktacillin
doktacillin1g,Doktacillin
dolorexvet.10mg/ml10ml,Dolorex
dolorexvet.inj10mg/ml,Dolorex
domitor®vet.1mg/ml10mlinjektinjekt,Domitor
domitor®vet.1mg/ml10mlinjektion,Domitor
domosedan®vet.10mg/ml20mlinjektinjekt,Domosedan
domosedan®vet.10mg/ml5x20ml,Domosedan
domosedan®vet.inj10mg/ml,Domosedan
dopramoraladroppar20mg/ml5ml,Dopram
douxocalm/lindraspray,Douxo
douxocalmgelspray60ml,Douxo
douxocalmmousse150ml,Douxo
douxocalmschampo,Douxo
douxocalmschampoo500ml,Douxo
douxoklorhexidinpads,Douxo
douxopyo(klorhexidin)pads30st,Douxo
douxopyo/klorhexidinschampo,Douxo
douxopyo/klorhexidinschampo500ml,Douxo
douxopyomousse,Douxo
douxopyomousse(150ml),Douxo
douxopyopads,Douxo
douxopyoschampo200ml,Douxo
douxos3pyomousse(150ml),Douxo
douxos3pyopads,Douxo
douxos3pyoschampo(200ml),Douxo
douxoseb/mjällschampo,Douxo
douxoseb/mjällspoton,Douxo
douxosebschampo200ml,Douxo
douxosebspot-on25x2mlld,Douxo
douxosebspot-on2mlpipett,Douxo
douxosebspotonpipett2mlperstyck,Douxo
doxycare,Doxycare
dr.baddakyscreening,Fiskolja
dr.baddakysfiskolja200ml,Fiskolja
draglådaundersökning,Draglåda
dräktighetsröntgenrtg,Dräktighets
dräktighetsrtgpaket,Dräktighets
dräktighetsultraljudpaket,Dräktighets
dräktighetsultraljudultr,Dräktighets
dräktighetsundersökningenskiltdjurultraljud,Dräktighets
dräktighetsusröntgen,Dräktighets
dränage,Dränering
dränage/sutureringbitsår/böldpkt,Dränering
dränagesår,Dränering
dränering/sårskadaenkel,Dränering
dränering/sutureringhund,Dränering
dränering/sutureringkatt,Dränering
dränering1,Dränering
dränering2,Dränering
dränering3,Dränering
dräneringavothematom,Dränering
dräneringböld,Dränering
"dräneringböldkatt1st,ejsuturering",Dränering
dräneringelleruppverkninghovböld,Dränering
dräneringenkel,Dränering
"dräneringenkel,häst",Dränering
dräneringkattiipkt,Dränering
dräneringliten,Dränering
dräneringmedel,Dränering
"dräneringmedel,häst",Dränering
dräneringomfattande,Dränering
"dräneringsår,enkel",Dränering
dräneringstor,Dränering
dräneringutökad,Dränering
dränpenrose13x300mm,Dränering
dränpenrose6x300mm,Dränering
drbaddaky´sfiskolja1000ml,Fiskolja
drndia-tab1stld,Drn
drndia-tab6stld,Drn
drnenteromicrocomplex32tab,Drn
droncit®vet.50mg20sttabletbliste,Droncit
droncitvet50mg/milbemax.pertablett.intygföravmaskningtillkommer,Droncit
"dropp,iv/h",Dropp
droppi.v,Dropp
droppiv,Dropp
droppiv(exkliläggnperm.kanyl),Dropp
"droppivinklaggr,nacl",Dropp
droppivinklaggr(exklperm.kanyl),Dropp
droppivinklaggrrac,Dropp
droppivinkldosifix(exklperm.kanyl),Dropp
droppivrac,Dropp
droppsc,Dropp
droppscinklinfusion,Dropp
droppscmedinfusionsaggr,Dropp
droppunderop,Dropp
ducat(rhinotrakeitvirusochcalicivirus),Ducat
e-recept,E-Recept
e-recept(vidbesök),E-Recept
e-receptarvode,E-Recept
"e-receptarvode,fleraprep/fleradjur",E-Recept
e-swab,E-Swab
easypillcat1x30st,Easypill
egenlab-grundavgift,Avgift
egenlab-grundavgiftequip.,Avgift
ekg,Ekg
ekg-avläsningtillkommer,Ekg
"ektorparasiter,mikroskopiidexx",Ektorparasiter
elastopad75g,Elastopad
elektrolyter,Elektrolyter
elektrolyter(catalyst),Elektrolyter
elektrolyter(lyte4),Elektrolyter
elektrolyter4,Elektrolyter
elektrolytprofil,Elektrolyt
emdocam125ml,Emdocam
"ems(insulin,glukosochtriglycerider)",Ems
"encephalitozooncuniculiab,lagomorph,canine,feline",Encephalitozoon
endodonibehandlingc1(rotfyllning),Endodonibehandling
endodontibehandling404,Endodontibehandling
endoparasiter,Endoparasiter
"endoparasiter,träckhundsva",Endoparasiter
"endoparasiter,träckprovidexx",Endoparasiter
endoparasites,Endoparasites
"endoparasites,canine,feline,smallmammal,avianflotation",Endoparasites
"endoskopi,gastro-rektoskopi",Endoskopi
"endoskopi,rhino-/laryngoskopi",Endoskopi
endoskopiluftvägar,Endoskopi
engångsmaterial1,Engångsmaterial
engångsspruta1ml-10ml,Engångsspruta
engemycin®vet.inj100mg/ml,Engemycin
enklareintyg,Enklare
enterotomienkel,Entropion
entropion,Entropion
"entropion/ektropion,dubbelsidig",Entropion
"entropion/ektropion,enkelsidig",Entropion
entropion/ektropiondubbel,Entropion
entropion/ektropionenkel,Entropion
entropion/sidaarvode,Entropion
enzymtandkräm,Enzym
eos,Eos
eosinofila,Eos
eosinofila%,Eos
epato1500,Epato
epato1500120tabl,Epato
epato150032tabl,Epato
epatopasta2x15ml,Epato
epinon-squamous,Epi
epiotic,Epi
epiotic125ml,Epi
epioticld,Epi
episquamous,Epi
epulid1-2st,Epulid
epulid3-5st,Epulid
epulid3ellerflera,Epulid
epulidenkel,Epulid
epulider,Epulid
epuliderenstakaextirphund,Epulid
epulideri,Epulid
epulideroperationlitet,Epulid
epulidstörre,Epulid
epuliuderenstaka,Epulid
equibactinvet.333mg/g+67mg/g,Equibactin
equilis®prequenza10x1dos(er)spruta,Equilis
equilis®prequenzainj,Equilis
equilis®prequenzate10x1dos(er)spruta,Equilis
equilis®te,Equilis
equilis®te10x1dos(er)injsusp,Equilis
equimucinpulver2g1x100dospåsar,Equimucin
equineprofileplusrotor,Equine
